name,description,website,category,source_url,source,record_note
Y Bombinator,"We Bombed 7 times, you shouldn't",https://ybombinator.site,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Aiarty Video Enhancer,"AI denoise, unblur, restore & upscale video to 4K - locally!",https://www.aiarty.com/ai-video-enhancer,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
DubStream by CAMB.AI,"Dub live streams in 150+ languages, instantly",https://www.camb.ai/streams,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Enjo Help Center,AI auto-builds your help centers that learn from your team,https://www.enjo.ai/ph-launch,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Finden,"AI workspace to unify, automate, and run your business",https://www.finden.me,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Flowstep,Design & ship real UI,https://flowstep.ai,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Groq Chat,An LPU inference engine,https://chat.groq.com,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Jesse,Stop building Apollo/Clay lists. Search the live internet.,https://agentjesse.ai/,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Langchain,LangChain’s suite of products supports AI development,https://www.langchain.com,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Needle,Vibe-automate workflows and earn passive income.,https://needle.app,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
R0Y,Figma for Investing,https://r0y.xyz,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Toyo,Exec assistant who lives in iMessage and calls your phone,https://toyo.ai,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
zero.xyz,"Give your AI agent access to ~14k tools, APIs and services",https://zero.xyz,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
BlogBowl,Keyword‑driven AI articles auto‑posted to your blog,https://www.blogbowl.io,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
ClawOffice,Real Office for your Open Claw Agents,https://office.clawoneclick.com,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Gemini Export Studio,"Export Gemini chats to PDF, Markdown, JSON, CSV",https://buntys2010.github.io/Gemini-Export-Studio/index.html,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Middleware,Full-Stack Cloud Observability,https://middleware.io,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Mozart AI,AI Music Creation Platform,https://mozartai.com,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
AEVS,proof-of-execution for AI agents,https://aevs.fetch.ai,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Ancher,Your Chief of Staff for information to help you stay focused,https://ancher.ai,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Carousels Generator,From prompt to branded LinkedIn carousel powered by AI,https://www.carousels-generator.com/welcome/producthunt,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
CourseCorrect,AI course matchmaker for real career impact,https://coursecorrect.fyi,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
FollowUp by AssetMule,Turn sales calls into personalized follow-up assets,https://followup.assetmule.ai,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Ghost,"Cursor, Figma, and Powerpoint all in one editor 🔥",https://www.useghost.io,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Haimeta,"Create stunning images, vivid videos, and lifelike 3D assets",https://haimeta.com,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Mnexium AI,"Persistent, structured memory for AI Agents",https://mnexium.com,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Qudemo,Make your demo videos Interactive using AI,https://qudemo.com,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Telescope,"Find exactly who you’re looking for, fast",https://trytelescope.io,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Tessl,"Optimize agents skills, ship 3× better code.",https://tessl.io/registry/skills/submit/,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Trace,Ultra-fast AI Calendar for people who hate planning,https://www.trace-ai.app,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
YouArt,An agentic workflow studio to create high-quality creatives,https://youart.ai,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
