name,website,description,category,source_url,source,entity_status
Okibi,https://okibi.ai,Lovable but for agents - build agents using simple prompts,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Meku,https://meku.dev,AI Web App and Site Builder,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Leni,https://leni.co,The world’s most accurate AI for investors,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Chronicle,https://chroniclehq.com,Stunning presentations with AI. No design skills required.,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
ResumeUp.AI,https://resumeup.ai,"Smart resumes, more interviews.",ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Glam AI,https://glam.ai,"Pick a trend, add your photo, and create viral content",ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
TypingMind - Chat UI for LLMs,https://www.typingmind.com,"Pay for API key per use, no subscription, 18 model providers",ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
ExploreYC,https://exploreyc.com,Your data layer for Y Combinator's startup ecosystem,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Slashit App,https://slashit.app,Turn your common text into shortcuts and work faster with AI,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Noodle Seed,https://noodleseed.com,Connect your business to AI conversations in minutes,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Unabyss,https://unabyss.com,MCP-native self-updating context layer for your AI,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Descript,https://www.descript.com,"If you can edit text, you can make videos, podcast, & clips",ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Documentation.AI,https://documentation.ai,Build and update product documentation effortlessly with AI,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Layercode,https://layercode.com,The best way to build low-latency voice AI Agents,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Littlebird,https://littlebird.ai,The AI assistant that already knows your work,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
rolyai,https://rolyai.net,Group chat with AI roles,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Clueso,https://clueso.io,Create stunning product videos in minutes with AI,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Extella AI,https://extella.ai/,"Self-evolving AI, shaped entirely by you.",ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Figma,https://www.figma.com,The collaborative interface design tool,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,matched
Gitmore,https://gitmore.io,The first AI-powered reporting tool for git repositories,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Oxlo.ai,https://www.oxlo.ai,Scale across AI models without scaling your bill,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Buddy AI Note,https://ainote.tech,Your daily memo that turns notes into a plan,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
1x,https://1x.tech,Humanoid,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Command AI,https://command.ai,User assistance platform that makes your product easy to use,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Invoke,https://invoke.yugin.co,Agentic coding IDE with visual planning boards and canvas,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Branda,https://branda.co,A fun new way to create & manage brands.,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Daily.co,https://www.daily.co,"Real-time voice, video, and AI for developers",ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Den,https://getden.io,Cursor for knowledge workers,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Wobo AI,https://www.wobo.ai/,Your Personal AI Recruiter - Automate your job search,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
ClawTick,https://clawtick.com,"Cron jobs for AI agents w/ one command, zero infrastructure",ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Dia Browser,https://www.diabrowser.com,The AI browser where you can chat with your tabs,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Simplora,https://simplora.ai,"From meeting to money, effortlessly",ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Tamadoggo,https://tamadoggo.com,"A living journal for your pet's life, with AI insights",ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Athena,https://getathena.pro,Claude Code for Product Teams,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Naoma AI Demo Agent,https://naoma.ai,The first video agent that runs conversational product demos,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
OpenClaw,https://clawd.bot,The AI that actually does things,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Polyvia,https://polyvia.ai,Queryable visual knowledge index for agents,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Radiq,https://myradiq.com,Product intelligence for the autonomous coding era,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Flare,https://heyflare.app,AI-native Voice-first Social App for GenZ,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Jentic Mini,https://jentic.com/mini,"Give your AI agents safe access to 10,000+ APIs",ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Mindly,https://www.mindly-ai.com,Capture anything in seconds with automatic organization,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
SigmaMind AI,https://sigmamind.ai,Platform to build enterprise-ready voice/chat agents,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Clawdi,https://clawdi.ai,Best home for all AI agents,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Pixero AI,https://pixero.ai,OpenClaw for AI Ads,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
QA.tech,https://qa.tech/product/pr-testing,Ship faster with AI agents that create and run your QA tests,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Tooling Studio,https://tooling.studio,Tools for Google Workspace • Kanban Tasks & Sales CRM,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Dropstone,https://www.dropstone.io,2× Claude Code's usage at $15/mo.,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Hex,https://hex.tech,Powerful agentic analytics platform for data teams,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Lumo Studios,https://studio.lumotechnology.com,Build Decks that Speak for Themselves,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
rabbit,https://www.rabbit.tech,re-imagining the future of human-machine interaction,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Secret Sauce 3D,https://secretsauce3d.com,AI tool suite for professional 3D artists,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Sora by OpenAI,https://soravideogenerator.com,Create videos in HD up to 1 minute in lenght,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Databox,http://databox.com,AI-powered analytics for teams that need answers now.,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Draft,https://draft.innosage.co,Capture AI chats into your knowledge base,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Memoket Gem,https://memoket.ai/pages/product-hunt,An AI wearable that remembers your conversations all day,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Stripe,https://stripe.com,Financial infrastructure for the internet,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Kimi AI - Now with K2.6,https://Kimi.ai,Your AI assistant for everyday use,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Kipps AI,https://www.kipps.ai/,"Empowering Businesses with Whatsapp, Voice and Chat Agents",ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Marx Finance,https://marx.finance,AI agents debate the markets,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Portt,https://portt.app,Transform your photo into any era and any location,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
PromptPerf,https://promptperf.dev,"Data-driven AI tuning. Stop guessing, save time/$.",ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
SuperPowers AI,https://getsupers.com,Real time ambient visual agents for phones and wearables,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Cal.com,https://cal.com,Scheduling infrastructure for absolutely everyone,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Dodo Payments,https://dodopayments.com,"Payments & Billing for AI, SaaS, and Digital Products.",ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Invoko,https://invoko.ai,A little hand on your Mac,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Limitless,https://www.limitless.ai,Preserve conversations and ask your personalized AI anything,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
SureThing.io,https://surething.io,Autonomous agent that communicates results like a human,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Aqua Voice,https://withaqua.com,Fast Voice Input for Mac and Windows,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
ClawSecure,https://www.clawsecure.ai,The AI-Powered Antivirus for AI Agents,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Lingo.dev,https://lingo.dev,The Localization Engineering Platform.,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
AIxBlock,https://aixblock.io,Self-hosted AI development platform,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Causo,http://causo.ai,Fundraise without the grind,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Creatium,https://www.creatium.com/product-hunt,Make interactive learning that doesn’t suck,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Dimension,https://dimension.dev,The AI coworker that never sleeps,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Neon,https://neon.tech,Serverless Postgres: Now Generally Available,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Octomind,https://octomind.dev,"Better QA, fewer hands on deck",ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Pretty Prompt,https://www.pretty-prompt.com,Grammarly for prompting,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Tinkerer Club,https://tinkerer.club,"The private club for ppl who automate, self-host, and use AI",ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
ApertureDB,https://aperturedata.io,The Vector + Graph Database for Multimodal AI,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
CreateOS,https://createos.sh/app,"Build and deploy apps from any AI coding tool, in one place",ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Foyer,https://tryfoyer.ai,Make your site speak and sell,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Inspector,https://tryinspector.com,Figma for Claude Code,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Integral,https://integralhq.com,Slack/Discord alternative for communities and teams,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Jootle,https://jootle.com,The AI-Native Operations Platform,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Springfield Oracle,https://www.springfieldoracle.in,"Every Simpsons prediction sourced, scored, fact-checked",ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Augment Code,https://www.augmentcode.com,Augment Code – Developer AI for real work,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Draftwise Playbook Studio,https://www.draftwise.com/events/playbook-studio-launch,Analyze your patterns. Capture your edge. Playbooks at scale,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Markopolo AI,https://www.markopolo.ai,Reach 30–40% more customers with personal outreach at scale,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
SimCam,https://simcam.swmansion.com,Test camera features directly in the iOS simulator,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Tana,https://tana.inc,Put your notes to work with voice and AI,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Y Bombinator,https://ybombinator.site,"We Bombed 7 times, you shouldn't",ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Aiarty Video Enhancer,https://www.aiarty.com/ai-video-enhancer,"AI denoise, unblur, restore & upscale video to 4K - locally!",ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
DubStream by CAMB.AI,https://www.camb.ai/streams,"Dub live streams in 150+ languages, instantly",ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Enjo Help Center,https://www.enjo.ai/ph-launch,AI auto-builds your help centers that learn from your team,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Finden,https://www.finden.me,"AI workspace to unify, automate, and run your business",ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Flowstep,https://flowstep.ai,Design & ship real UI,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Groq Chat,https://chat.groq.com,An LPU inference engine,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Jesse,https://agentjesse.ai/,Stop building Apollo/Clay lists. Search the live internet.,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Langchain,https://www.langchain.com,LangChain’s suite of products supports AI development,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,matched
Needle,https://needle.app,Vibe-automate workflows and earn passive income.,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
R0Y,https://r0y.xyz,Figma for Investing,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Toyo,https://toyo.ai,Exec assistant who lives in iMessage and calls your phone,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
zero.xyz,https://zero.xyz,"Give your AI agent access to ~14k tools, APIs and services",ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
BlogBowl,https://www.blogbowl.io,Keyword‑driven AI articles auto‑posted to your blog,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
ClawOffice,https://office.clawoneclick.com,Real Office for your Open Claw Agents,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Gemini Export Studio,https://buntys2010.github.io/Gemini-Export-Studio/index.html,"Export Gemini chats to PDF, Markdown, JSON, CSV",ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Middleware,https://middleware.io,Full-Stack Cloud Observability,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Mozart AI,https://mozartai.com,AI Music Creation Platform,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
AEVS,https://aevs.fetch.ai,proof-of-execution for AI agents,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Ancher,https://ancher.ai,Your Chief of Staff for information to help you stay focused,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Carousels Generator,https://www.carousels-generator.com/welcome/producthunt,From prompt to branded LinkedIn carousel powered by AI,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
CourseCorrect,https://coursecorrect.fyi,AI course matchmaker for real career impact,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
FollowUp by AssetMule,https://followup.assetmule.ai,Turn sales calls into personalized follow-up assets,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Ghost,https://www.useghost.io,"Cursor, Figma, and Powerpoint all in one editor 🔥",ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Haimeta,https://haimeta.com,"Create stunning images, vivid videos, and lifelike 3D assets",ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Mnexium AI,https://mnexium.com,"Persistent, structured memory for AI Agents",ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Qudemo,https://qudemo.com,Make your demo videos Interactive using AI,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Telescope,https://trytelescope.io,"Find exactly who you’re looking for, fast",ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Tessl,https://tessl.io/registry/skills/submit/,"Optimize agents skills, ship 3× better code.",ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Trace,https://www.trace-ai.app,Ultra-fast AI Calendar for people who hate planning,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
YouArt,https://youart.ai,An agentic workflow studio to create high-quality creatives,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Amplitude,https://amplitude.com,Get data and insights to take action and drive growth,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
AudioJot,https://audiojot.ai,Privacy friendly fleeting thoughts smart diary,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Badge,https://getbadge.app,AI agents collect peer reviews to generate proof of work,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Boost.space,https://boost.space,No-code Single Source of Truth Database for AI & Automations,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Buildrs,https://buildrs.space,The one place to find vibe coders!,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Friend,https://www.friend.com,The AI Wearable,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Giselle,https://giselles.ai,Build and run AI workflows. Open source.,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Kanbanq,https://www.kanbanq.app,Project management. Simply done. For small teams & indies,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
MCPCore,https://mcpcore.io,Build AI-powered MCP servers in the cloud,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Optibot,https://getoptimal.ai,Agentic security-first code review w/ clear cues & no noise,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Plurai,https://www.plurai.ai/launch,Vibe-train evals and guardrails tailored to your use case,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Polyglotta,https://polyglotta.app,Multilingual translator for curious minds,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Snippets AI,https://getsnippets.ai,Advanced AI Prompt Manager,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Text2Note,https://text2note.com,Read Long Documents 10x Faster,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Wowable,https://wowable.ai,Paste a link and get a live website,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Airtop,https://www.airtop.ai,Automate your work with just words,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Coursekit,https://coursekit.productizeyourmind.com,Turn your course into a full suite of embeddable AI agents,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Devaito,https://www.devaito.com,"Build, launch, and grow your business on autopilot",ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
FunBlocks AI Markdown Editor,https://www.funblocks.net/markdown,"Experience the joy and speed of pure text, with AI copilot",ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Goldfish,https://goldfish.sh,Press Option. It knows your work and replies like you,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Juno,https://usejuno.co,"Free, local AI powered Voice to Text w/ live transcriptions",ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Mastra,https://mastra.ai,Build AI agents with a modern TypeScript stack,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
prjct/cli,https://www.prjct.app,"Ship features, not tickets.",ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Apple,https://apple.com,Think Different,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
ASI:One,https://asi1.ai,A personal AI with memory that plans and acts for you,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Bolto,https://www.bolto.com,"Find, interview, and vet engineers with AI",ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Claro - Research Agents,https://getclaro.ai/ai-research-agent,Claro runs the AI agents that operate on your data,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Clico,https://tryclico.com,"Every textbox, supercharged",ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Coworker AI,https://coworker.ai,More AI for less spend with context-aware model routing,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
DeepTagger,https://deeptagger.com,From Documents to Structured Data with Interactive Labelling,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Dog-e-dex,https://dogedexapp.vercel.app,"Find, snap, and collect dogs you encounter!",ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Growati,https://growati.com,The autopilot for YouTube post-production,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
OpenBox,https://www.openbox.ai,"See, verify, and govern every agent action.",ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Pally - AI Relationship Management,https://pally.com,"All your connections, across all your socials.",ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Vokal,https://vokal.team,A collaboration space for 10x teammates with their Al agents,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Asteroid,https://asteroid.ai,"Build Browser, Linux and Windows AI agents in seconds",ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
Crisp,https://crisp.chat,Give your AI customer support experience a human touch,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw Startup Dataset,unmatched
